product_id,review_id,title,content,rating,author,time,helpful_count
272678642,19622045,Cực kì hài lòng,,5,Nguyen Quoc Phong,1698755547,0
84723437,19151512,Cực kì hài lòng,Hài lòng,5,Nguyễn Tuấn Trường,1683032401,0
249156423,19337311,Cực kì hài lòng,,5,Nguyen Thi Thuy Trang,1688077710,0
275288865,20102862,Cực kì hài lòng,,5,Anh Trị,1743132290,0
275288865,20027718,Cực kì hài lòng,,5,ĐINH ÁNH TUYẾT,1731246499,0
181924637,19583611,Cực kì hài lòng,,5,Nguyễn Xuân Trường,1697028103,0
275288865,20102862,Cực kì hài lòng,,5,Anh Trị,1743132290,0
275288865,20027718,Cực kì hài lòng,,5,ĐINH ÁNH TUYẾT,1731246499,0
181924637,19583611,Cực kì hài lòng,,5,Nguyễn Xuân Trường,1697028103,0
273002756,20198425,Không hài lòng,Cho hỏi ai vậy chuyện mà shop hôm qua nói mình tráo đổi hàng CR22512394172 là ko hề có nha shop như mình đã ghi đó nhận được hàng và mở hàng ra xem thấy khác với mô tả lên nhấn hoàn hàng luôn cho kịp thôi shop ơi,2,Mai Lâm hương Thành trang DOOSAN ,1765848335,0
273002756,20114152,Cực kì hài lòng,"cấu hình ổn, máy chạy êm, chạy cad với solid ổn với file nhẹ dưới 10mb.l, nặng 30-70mb thì load lâu chứ chưa đến mức ko load đc.",5,Namphong Nguyen,1745295706,0
273002756,20077384,Cực kì hài lòng,Mình đã nhận được máy rồi.,5,Nguyễn Vương Quỳnh Giao ,1738916150,0
273002756,19780767,Không hài lòng,Bán máy không kèm theo cục sạc sao dùng được đây?,2,Hồ Văn Thanh,1708702657,0
273002756,19761580,Cực kì hài lòng,Đã nhận đc. Ok,5,Thanh Hải,1707181876,0
155005388,15669671,Cực kì hài lòng,"giao hàng nhanh, xem yt thấy review là cùng 3200 nhưng khác hãng có thể bị tụt xuống khoảng 3000, nhưng dùng vẫn oke. hơi bùn, nhưng mua về lắp với máy nitro5 của mình vẫn 3200 dù khác hãng, giá cả cực kỳ hợp lý",5,Hoàng Hiếu,1648567685,0
155005388,16950596,Cực kì hài lòng,tuyet voi,5,Van Thanh,1657022707,0
155005388,15336676,Cực kì hài lòng,Tốt,5,trần ngọc sơn,1646828627,0
155005388,14818559,Cực kì hài lòng,ôk,5,trung vu,1644203552,0
275288865,20102862,Cực kì hài lòng,,5,Anh Trị,1743132290,0
275288865,20027718,Cực kì hài lòng,,5,ĐINH ÁNH TUYẾT,1731246499,0
181924637,19583611,Cực kì hài lòng,,5,Nguyễn Xuân Trường,1697028103,0
273002756,20198425,Không hài lòng,Cho hỏi ai vậy chuyện mà shop hôm qua nói mình tráo đổi hàng CR22512394172 là ko hề có nha shop như mình đã ghi đó nhận được hàng và mở hàng ra xem thấy khác với mô tả lên nhấn hoàn hàng luôn cho kịp thôi shop ơi,2,Mai Lâm hương Thành trang DOOSAN ,1765848335,0
273002756,20114152,Cực kì hài lòng,"cấu hình ổn, máy chạy êm, chạy cad với solid ổn với file nhẹ dưới 10mb.l, nặng 30-70mb thì load lâu chứ chưa đến mức ko load đc.",5,Namphong Nguyen,1745295706,0
273002756,20077384,Cực kì hài lòng,Mình đã nhận được máy rồi.,5,Nguyễn Vương Quỳnh Giao ,1738916150,0
273002756,19780767,Không hài lòng,Bán máy không kèm theo cục sạc sao dùng được đây?,2,Hồ Văn Thanh,1708702657,0
273002756,19761580,Cực kì hài lòng,Đã nhận đc. Ok,5,Thanh Hải,1707181876,0
155005388,15669671,Cực kì hài lòng,"giao hàng nhanh, xem yt thấy review là cùng 3200 nhưng khác hãng có thể bị tụt xuống khoảng 3000, nhưng dùng vẫn oke. hơi bùn, nhưng mua về lắp với máy nitro5 của mình vẫn 3200 dù khác hãng, giá cả cực kỳ hợp lý",5,Hoàng Hiếu,1648567685,0
155005388,16950596,Cực kì hài lòng,tuyet voi,5,Van Thanh,1657022707,0
155005388,15336676,Cực kì hài lòng,Tốt,5,trần ngọc sơn,1646828627,0
155005388,14818559,Cực kì hài lòng,ôk,5,trung vu,1644203552,0
271264846,19877470,Bình thường,"Mua về bấm thấy liệt phím số 4, gửi bảo hành thì không có thời gian, đem đi sửa thì tốn tiền",3,Huyện Nguyễn,1716113449,0
271264846,20005452,Cực kì hài lòng,,5,the xolek cuong,1728870505,0
271264846,19737169,Cực kì hài lòng,ok,5,Nguyễn văn tĩnh,1705773309,0
275288865,20102862,Cực kì hài lòng,,5,Anh Trị,1743132290,0
275288865,20027718,Cực kì hài lòng,,5,ĐINH ÁNH TUYẾT,1731246499,0
181924637,19583611,Cực kì hài lòng,,5,Nguyễn Xuân Trường,1697028103,0
273002756,20198425,Không hài lòng,Cho hỏi ai vậy chuyện mà shop hôm qua nói mình tráo đổi hàng CR22512394172 là ko hề có nha shop như mình đã ghi đó nhận được hàng và mở hàng ra xem thấy khác với mô tả lên nhấn hoàn hàng luôn cho kịp thôi shop ơi,2,Mai Lâm hương Thành trang DOOSAN ,1765848335,0
273002756,20114152,Cực kì hài lòng,"cấu hình ổn, máy chạy êm, chạy cad với solid ổn với file nhẹ dưới 10mb.l, nặng 30-70mb thì load lâu chứ chưa đến mức ko load đc.",5,Namphong Nguyen,1745295706,0
